# genome1: Human
# genome2: Mouse
# genome3: Rat
# genome4: Chicken
# block_id genome1_chr genome1_start genome1_len genome1_sign genome2_chr genome2_start genome2_len genome2_sign genome3_chr genome3_start genome3_len genome3_sign genome4_chr genome4_start genome4_len genome4_sign
283 11 68596384 1933572 + 7 133124556 1218776 - 1 204622402 1260029 - 5 14374557 1154909 +
284 11 72274084 2133159 + 7 88338559 1457315 - 1 157281346 1579911 - 1 186895701 705389 -
285 11 77397691 4726664 + 7 81572660 4368388 - 1 150098397 4711971 - 1 182047242 2529961 -
286 11 82169856 1327040 + 7 80341286 1177380 - 1 148802630 1232710 - 1 180691039 613547 +
287 11 85878627 881948 + 7 77581011 711615 - 1 145743209 757784 - 1 180220485 460346 -
288 11 89969860 15535524 + 9 4215406 13643140 - 8 847292 14526116 - 1 173031484 6105969 -
289 11 107026534 1435785 + 9 53109287 993269 - 8 56425696 1022656 - 1 171923058 565787 -
290 11 111244506 1599727 + 9 49468430 1463954 - 8 52704247 1478256 - 24 5389780 515763 -
291 11 115100941 3363332 + 9 44426935 2974620 - 8 47356835 3058839 - 24 4577002 770947 +
292 11 118535289 3313988 + 9 41273954 3074724 - 8 44264264 3026197 - 24 3135606 1036044 -
293 11 125301607 8693374 + 9 26438505 9053154 - 8 26164012 9195679 - 24 305982 2339623 +
294 12 263186 2412215 + 6 119269190 1856304 - 4 155137257 1918041 - 1 56889928 1370422 +
295 12 4788672 623484 + 6 126977784 582355 - 4 162749148 620271 - 1 185193908 387363 -
296 12 5473609 627125 + 6 126358929 557041 - 4 161969265 712578 - 1 184650542 377886 +
297 12 6443799 802421 + 6 125229365 798346 - 4 160821046 762288 - 1 70980624 541083 +
298 12 15528013 4036503 + 6 137716236 3304678 + 4 174733913 3354818 + 1 59486575 1723628 +
299 12 21931817 3006891 + 6 143033854 2394406 + 4 180776840 2152047 + 1 62009643 1496025 -
300 12 26099420 1641864 + 6 146177880 1218361 + 4 183728677 1153369 + 1 64148152 739904 +
301 12 27760446 1251769 + 6 147411188 889049 + 4 184892881 912804 + 1 186184087 517323 -
302 12 31702815 725068 + 6 149521434 423346 + 4 186815322 503994 + 1 55756683 327775 -
303 12 39448483 6308227 + 15 92446277 5136663 + 7 130687784 5355549 + 1 25724654 2439585 +
304 12 56667831 43614538 + 10 88229565 38350133 - 7 25440243 41501024 - 1 28377577 16084821 +
305 12 100371449 2482100 + 10 86155664 2011004 - 7 23347719 2034766 - 1 51413516 995280 -
306 12 102881797 3108040 + 10 82229293 2552813 + 7 20664069 2658915 - 1 50302305 1104415 -
307 12 109341373 1821601 + 5 118587535 1110083 - 12 35266961 1024865 + 15 5893346 420056 +
308 12 112041053 2828679 + 5 115992112 1941027 - 12 36983985 2060613 + 15 11488937 942355 -
309 12 116916306 2950028 + 5 112170855 2448027 - 12 40295337 2519413 + 15 9030957 798612 -
310 12 120010621 1536147 + 5 119994950 1185359 + 12 33772374 1186914 - 15 5376664 514947 +
311 12 121675315 8166630 + 5 121267661 5257618 + 12 28478104 5204693 - 15 3126466 2104153 -
312 13 18020527 3141599 + 14 47340264 2446707 + 15 35692657 2496498 + 1 169891852 1300325 -
313 13 21576506 2846548 + 14 50269458 1612485 - 15 38756269 1651376 - 1 168766106 942766 -
314 13 25925337 5732651 + 5 144841469 4318028 + 12 3502296 5125412 - 1 166153526 2078930 -
315 13 32279581 6765505 + 3 52425567 4975131 - 2 141071633 5284062 - 1 162679409 3239035 -
316 13 39940324 7639988 + 14 62997129 6668426 - 15 53141915 7237630 - 1 158167195 3089032 +
317 13 48074515 2057729 + 14 52005987 1584232 + 15 40529845 1703717 + 1 161425701 899836 +
318 13 51045547 7873230 + 14 70083259 8063971 + 15 60885976 9006941 + 1 154416050 3485060 -
319 13 60347363 8849430 + 14 79639336 8462767 + 15 71376369 9168817 + 1 145300482 4222036 -
320 13 69203667 9108194 + 14 88113320 8514558 + 15 80550284 9148796 + 1 149626471 4376795 -
321 13 78373306 21897698 + 14 96660678 18597307 + 15 89728238 19590044 + 1 135905123 9380118 -
322 13 101283379 5374270 + 8 4876607 5167985 + 16 84811402 5402359 - 1 132956174 2449588 -
323 13 106979516 3062997 + 8 10258344 1904630 + 16 82210300 1974270 - 1 131106805 1504169 +
324 13 111091893 1918342 + 8 12645843 1278876 + 16 80571053 1182563 - 1 129909721 1063036 -
325 14 23939017 12371141 + 12 39740677 12310018 + 6 64938466 13570885 + 5 29431278 4668791 +
326 14 45057779 5129597 + 12 60583455 4951837 + 6 87810826 5219963 + 5 53408262 1335318 +
327 14 50889159 1911761 + 14 36463060 1587167 + 15 21025173 1561075 + 5 54810893 566756 +
328 14 52865483 3743741 + 14 38096300 3050383 + 15 22637568 3159526 + 5 52057788 1150406 -
329 14 56659556 6329644 + 12 65574973 5489214 + 6 93060890 5933534 + 5 49653326 2386626 -
330 14 65422327 6918591 + 12 73176948 5805054 + 6 101057118 7325416 + 5 23327558 2722242 -
331 14 72349102 31258140 + 12 78989996 28000264 + 6 108390072 29547853 + 5 34542527 14404164 +
332 15 32674072 3899455 + 2 115461183 3492985 + 3 99670111 3659742 + 5 27547614 1691211 -
333 15 38178170 609421 + 2 120216562 580562 + 3 104965861 630755 + 5 2436059 425313 -
334 15 38852955 2339886 + 2 120849265 1789257 + 3 105654449 2028017 + 5 21518915 1800763 +
335 15 41379059 1289818 + 2 122802340 944172 + 3 107867309 938963 + 10 20362415 480079 -
336 15 43768245 3342018 + 2 124557175 2905688 + 3 109755962 3282357 + 10 9884448 1166155 +
337 15 49696447 12295334 + 9 66432377 9526942 - 8 70532417 9993643 - 10 4681084 5003897 -
338 15 62863653 5844236 + 9 61019761 4753312 - 8 64800454 5040151 - 10 18357520 1911949 +
339 15 69870612 3794808 + 9 57079617 2995199 - 8 60683357 3119550 - 10 1383 1260055 -
340 15 73876719 1755268 + 9 55334685 1453454 + 8 58732814 1629986 + 10 3554200 760342 -
341 15 78080541 2210901 + 7 71038088 2053899 - 1 138985660 2042268 - 10 12253530 939343 -
342 15 81150507 1365204 + 7 69875848 1226832 + 1 137822384 1226531 + 10 11653645 625858 +
343 15 84239948 3736195 + 7 64269183 3815044 + 1 131735318 3872159 + 10 13400071 1082822 -
344 15 90389624 9430713 + 7 53905795 8586581 - 1 120278392 9428631 - 10 14987095 3351968 +
345 16 388874 325635 + 17 24481485 302813 - 10 15055917 307904 - 14 1560796 509701 -
346 16 713176 498610 + 17 24065086 417476 - 10 14621347 435771 - 14 7287839 794580 -
347 16 1799086 426425 + 17 23131647 422279 - 10 13701718 415912 - 14 8082831 461313 +
348 16 3592117 5765940 + 16 3396808 5132604 + 10 6602127 5248814 - 14 11782121 2810765 -
349 16 16862248 1223285 + 7 105114323 1092789 - 1 175119348 1108493 - 14 9947508 442038 -
350 16 46474673 9034279 + 8 84551281 7810083 + 19 15110929 8055553 - 11 3461190 4584013 -
351 16 56744498 1578190 + 8 93755476 1319466 + 19 9812868 1236002 - 11 331328 420756 -
352 16 58626109 8118641 + 8 95315708 8838380 + 19 262198 9311214 - 11 11491949 2812549 -
353 16 66994339 760049 + 8 104759081 653172 + 19 35109325 680649 + 11 585382 746298 -
354 16 77951609 11777257 + 8 114035048 9068823 + 19 44550717 9193835 + 11 14577365 4442644 +
355 17 1457694 987597 + 11 75684788 863396 - 10 62222296 898682 - 19 4854804 426144 +
356 17 3975255 690054 + 11 73102894 597655 - 10 59338884 603818 - 19 2645403 507095 -
357 17 5717226 1217035 + 11 72023639 997823 + 10 58217647 1043222 + 19 9089629 322356 +
358 17 8496569 1152598 + 11 68643907 908842 - 10 54730432 936631 - 18 1625345 396302 +
359 17 10928957 1144465 + 11 66490861 1094857 - 10 52187712 1459469 - 18 993753 615196 -
360 17 13133837 2289195 + 11 63737876 1890845 - 10 49270788 2023565 - 18 2152921 666472 -
361 17 17230183 1201731 + 11 60358435 953659 + 10 46055569 893829 + 14 6788735 368489 +
362 17 31486522 1142903 + 11 81666281 1089275 + 10 69117711 1086388 + 27 272797 404148 +
363 17 33101128 555029 + 11 83223945 503452 + 10 70644834 522047 + 19 4188715 391017 -
364 17 35045330 1300606 + 11 84592528 1096140 - 10 72060165 1145213 - 19 7682874 528347 +
365 17 49711943 4571000 + 11 90858419 3944902 - 10 78456925 4152586 - 18 4864786 955617 +
366 17 57150715 1398051 + 11 87342438 949234 - 10 74861932 957404 - 19 6638964 304549 +
367 17 58732564 1937528 + 11 85762871 1421073 + 10 73274299 1378142 + 19 6974253 662843 -
368 17 60957330 1412719 + 11 105952526 1140143 + 10 94500935 1157478 + 27 815723 460721 +
369 17 65233167 1375251 + 11 107819563 1038762 - 10 96344719 1111866 - 18 6776895 368673 -
370 17 67461341 3793650 + 11 110783843 3349060 + 10 99406637 3485249 + 18 7698197 997106 +
371 17 74199013 2445642 + 11 116746544 1855525 + 10 105995636 1873740 + 18 3594227 1049191 -
372 18 1660418 796005 + 17 92712826 804842 + 9 111077945 827188 - 2 100168483 351735 +
373 18 2531913 711202 + 17 69510737 554007 - 9 110402629 570162 - 2 100554787 368232 +
374 18 5135094 1063834 + 17 66989416 1015122 - 9 107855160 965762 - 2 98885458 502028 -
375 18 8014154 601844 + 17 64998750 486929 - 9 105839979 493009 - 2 97315615 313102 -
376 18 10322333 854622 + 18 63176057 626146 + 18 58984689 674301 + 2 97713931 646497 +
377 18 12419329 707288 + 18 67900134 418631 + 18 64078663 460132 + 2 96390696 373356 +
378 18 13267092 608585 + 18 68426069 401627 + 18 64674016 416032 - 2 96824410 339920 +
379 18 16791781 13458110 + 18 10065169 13359690 + 18 1397534 13561845 + 2 101384887 5101321 +
380 18 31300419 557292 + 18 24334838 406550 + 18 15891914 436636 + 2 83453426 395824 -
381 18 33721293 1471888 + 18 26363839 1565507 + 18 17979430 1779153 + 28 2031045 609315 -
382 18 39662659 3454242 + 18 77098450 3159848 - 18 73783424 3125570 - 14 120837 1399818 +
383 18 56504857 2972728 + 1 104095459 3267368 + 13 9495391 3849682 + 2 67392604 1295751 -
384 18 60480163 2516233 + 1 108785158 3168264 + 13 14824293 4165391 + 2 94756928 1151775 -
385 18 65094464 8014197 + 18 82803779 7591853 - 18 78932458 7966431 - 2 90280698 3622926 -
386 18 73559766 2435916 + 18 80483607 1846501 - 18 77091342 1476867 - 2 55899180 1615599 -
387 19 1506165 753410 + 10 80209185 464578 + 7 10379347 464286 - 28 997113 358583 -
388 19 17956700 1521219 + 8 68932317 947024 - 16 19096595 906259 + 28 2908149 449457 -
389 19 34819780 4864162 + 7 23893669 4228098 - 1 86639195 4163154 - 11 8515133 2926806 +
390 20 2963602 693578 + 2 132172218 544277 + 3 118033858 636090 + 4 88633877 1003769 +
391 20 6016666 7776474 + 2 134522901 7366859 + 3 120573298 7716860 + 14 16918840 2730453 +
392 20 14299522 2427242 + 2 142346646 2425937 + 3 128827048 2513838 + 3 4498245 980793 +
393 20 19442141 3102668 + 2 147103459 2629261 + 3 133884389 2747902 + 3 3255554 792968 -
394 20 32871978 2381757 + 2 156311725 1852800 + 3 144844330 1769827 + 20 782593 1327658 -
395 20 37941063 2739915 + 2 160394839 2381249 + 3 149155537 2460004 + 20 3483012 1237030 +
396 20 41090450 1549980 + 2 163100945 1581430 + 3 151970611 1598089 + 20 2617834 667289 -
397 20 43501275 892616 + 2 165261665 758811 + 3 154195729 805467 + 20 4919313 319365 -
398 20 45855676 2819195 + 2 167260748 1708437 + 3 156344829 1811908 + 20 5274326 1181221 +
399 20 50688893 7287025 + 2 170354336 5718767 + 3 159558922 5394498 + 20 10579105 2288360 -
400 20 59027635 3877739 + 2 177494276 3138048 + 3 167271423 2989145 + 20 6521341 2231954 +
401 20 62913475 718086 + 2 180640798 633348 + 3 170268222 650383 + 20 8803118 598515 -
402 21 14460497 16055359 + 16 76021727 13123361 + 11 14357349 14072429 + 1 91900780 6266046 +
403 21 31411185 885327 + 16 90375332 721065 + 11 29507237 745697 - 1 98214761 327548 +
404 21 32479505 8266475 + 16 91256603 6615349 + 11 30633566 6697472 + 1 98588430 3582001 +
405 21 42427735 920107 + 17 29702047 615140 + 20 9329745 714913 + 1 102914686 426120 +
406 21 46170326 708204 + 10 76053383 545498 - 20 12249590 546917 + 7 6575217 423228 +
407 22 15953170 815432 + 6 121157183 577884 + 4 157094422 633610 + 1 58272040 349821 +
408 22 17983412 523789 + 16 17696594 482635 - 11 84329298 471623 + 15 703395 673874 +
409 22 20126439 528310 + 16 16349359 385802 - 11 85779514 397121 + 15 218105 385071 +
410 22 22419641 488998 + 10 75430577 314229 - 20 13116689 442402 + 15 7783891 371568 -
411 22 25714802 1762929 + 5 107943821 1143847 - 12 44480876 1359666 + 15 7199353 448740 +
412 22 27994718 1633292 + 11 3579210 1389617 - 14 84369948 1400734 - 15 10591876 436739 -
413 22 31986635 2233258 + 8 71884255 2460424 + 19 12045038 2061966 + 1 48750111 922474 -
414 22 34949128 5780665 + 15 77995009 4622414 + 7 115714516 5049630 + 1 46141345 2397808 -
415 22 41246717 3271490 + 15 83438265 2308192 + 7 121222997 2274645 + 1 64891950 2356532 +
416 22 46909864 656343 + 15 87686095 540194 + 7 125689235 553471 + 1 6404854 717315 -
417 22 47663239 524609 + 15 88327697 501575 + 7 126340903 534007 + 1 14850276 418436 +
418 X 16062606 6153199 + X 136133058 6761693 - X 52531559 7763308 + 1 112020874 2760619 -
419 X 23363291 9356135 + X 67497699 11593994 - X 69311534 12445804 - 1 107989993 3634562 -
420 X 36923554 6597269 + X 7644004 7839323 + X 16572367 8515618 - 1 104723938 2040562 -
421 X 66921848 544787 + X 83948974 508901 + X 87242378 488258 + 4 726170 403388 +
422 X 74803987 1322583 + X 90131532 992468 + X 93366688 1039308 + 4 12354588 335511 +
423 X 79125428 2660295 + X 94178153 2065870 + X 97440933 2063835 + 4 8832109 345232 -
424 X 83718257 6993093 + X 98508085 8378680 - X 101716641 8988494 + 4 6338828 2081306 -
425 X 96124726 2831575 + X 112934275 3024012 + X 118266067 3429399 + 4 4929130 560614 -
426 X 102368324 1603461 + X 119040187 1805180 + X 124683325 1931988 + 4 16536370 501002 +
427 X 109123879 1303465 + X 125460767 1388943 + X 33501067 1374961 - 4 12773146 406187 -
428 X 118859671 5713911 + X 25277988 5947385 + X 33791 6230497 - 4 14673213 1379111 -
429 X 129898970 2843707 + X 37433067 2493486 + X 137682574 2710343 + 4 3258804 646676 +
430 X 145820660 1570759 + X 53057592 1626198 + X 154995051 2021666 + 4 17783904 599620 -
